chunk_id,text,question,reference_answer
1-s2.0-S1525505023004055-main_chunk_60.txt,"Study Modality Numberofpatients/ Sensitivity FAR Detection numberofseizures latency Beniczkyetal.,2013[25] Accelerometry 73/39 90%forTCS 0.2/day 55seconds Arendsetal.,2018[26] Accelerometry&heartrate 28/377 81%forTCS 0.03/night Notdetermined Beniczkyetal.,2018 Surfaceelectromyography 71/32 94%forTCS 0.7/day(0.01/night) 9seconds [27] Onoratietal.,2021* Accelerometry& 152/36 Children:92% Children:1.26/day 37seconds [28] electrodermalactivity Adults:94%,forTCS.…","What was the sensitivity for TCS (Tonic-Clonic Seizures) detection in the study by Beniczky et al., 2013 that used accelerometry?","The sensitivity for TCS detection in the study by Beniczky et al., 2013 was 90%."
Dissertation_Boettcher_Sebastian (1)_chunk_1920.txt,"[119] JonasDuun-Henriksen,MaximeBaud,MarkP.Richardson,MarkCook,GeorgeKouvas,etal. “Anewerainelectroencephalographicmonitoring?Subscalpdevicesforultra–long-termrecordings”. In:Epilepsia61.9(Sept.2020),pp.1805–1817.doi:10.1111/epi.16630(cit.onpp.26,65).…","Who are the authors of the study titled ""A new EEG monitoring: Subscalp devices for ultra–long-term recordings"", and where was this study published?","The authors are JonasDuun-Henriksen, MaximeBaud, MarkP.Richardson, MarkCook, GeorgeKouvas, et al. The study was published in Epilepsia, specifically in the volume 61.9 (Sept. 2020), pp. 1805–1817."
Dissertation_Boettcher_Sebastian (1)_chunk_457.txt,"Note that this does not capture the core temperature, so measured values are often lower than those commonly known for human core body temperature, for example, when determining fever, and are more prone to environmental influences [182].…",Why are measurements of skin temperature often lower than common knowledge of human core body temperature?,"The measurements of skin temperature are often lower than common knowledge of human core body temperature because they do not capture the core temperature, making them more susceptible to environmental influences and thus prone to being lower. [182]"
Dissertation_Boettcher_Sebastian (1)_chunk_1441.txt,These featuresarechosentomeaningfullyrepresentthechangesinthesignalbetweenictal(seizure) and inter-ictal (non-seizure) phases.…,What do the features chosen meanfully represent in terms of changes between ictal (seizure) and inter-ictal (non-seizure) phases?,The features chosen meaningfully represent changes between seizure (ictal) and non-seizure (inter-ictal) phases in the signal.
Dissertation_Boettcher_Sebastian (1)_chunk_1013.txt,Table 4.2 lists the clinical and demographic information of the participants. They were 40% (4/10) female and on average 32.7 (SD 11.2) years old. The etiology of epilepsy for 2 participants was unknown at the time of recruitment.…,"What is the percentage of female participants in the study, and what is the approximate age of these participants?","The participants were 40% female, with an average age of approximately 32.7 years (SD 11.2)."
Survey on Non-EEG seizure detection_chunk_9.txt,"● Management: Involves removing hazards, placing the individual in the recovery position, and administering medications like benzodiazepines. Follow-up care may include anti-seizure medication.…",What are some actions involved in management when dealing with a seizure incident?,"Management involves removing hazards, placing the individual in the recovery position, and administering medications like benzodiazepines. Follow-up care may include anti-seizure medication."
Dissertation_Boettcher_Sebastian (1)_chunk_1050.txt,4.1.4 Discussion PrincipalFindings TheresultsshowthattheGBTmodelcanrobustlydetectTCSsfromnon-EEGwearabledevice data.…,"What can the GBT model robustly detect from non-EEG wearable device data, according to the results presented?",The GBT model can robustly detect TCSs (Temporal Cortical Signals).
Dissertation_Boettcher_Sebastian (1)_chunk_2138.txt,"[304] ChristianHoppe,AnnkathrinPoepel,andChristianE.Elger. “Epilepsy:Accuracyofpatientseizurecounts”.In:ArchivesofNeurology64.11(2007),pp.1595–1599. doi:10.1001/archneur.64.11.1595(cit.onpp.65,104).…","Who are the authors of the study titled ""Epilepsy: Accuracy of Patient Seizure Counts"" published in Archives of Neurology in 2007?","Christian Hoppe, Annkathrin Poepel, and Christian E. Elger"
Dissertation_Boettcher_Sebastian (1)_chunk_225.txt,"ACCcapturesanymovementthewearerofthedevicemakeswiththebodypartthewear- ableisattachedto,usuallytheleftorrightarminthecaseofthiswrist-worndevice,althoughit canbewornontheanklesaswell.…",What body part does a typical wrist-worn device usually detect movement of?,"The wrist-worn device usually detects movement of the arm it is attached to, typically the left or right arm."
open-dataseizure_chunk_52.txt,"OSD, established in 2013, is the largest open- of seizure detection models. The use of multimodal sensors shows sourceseizuredetectionsoftwarepackage,distributedundertheopen- promise in achieving this goal.…",What is OSD and what is a key feature that makes it unique as a seizure detection model?,OSD (Open Source Seizure Detection) is the largest open-source seizure detection model. Its unique feature lies in the use of multimodal sensors for achieving its goal.
ijerph-18-05780-v3_chunk_328.txt,"Ansari, A.H.; Cherian, P.J. ; Caicedo, A.; Naulaers, G.; De Vos, M.; Van Huffel, S. Neonatal Seizure Detection Using Deep ConvolutionalNeuralNetworks.Int.J.NeuralSyst.2019,29,1850011. [CrossRef] 79.…","Who are the authors of the research paper titled ""Neonatal Seizure Detection Using Deep Convolutional Neural Networks"" and where was it published?","The authors of the paper are Ansari, A.H., Cherian, P.J., Caicedo, A., Naulaers, G., De Vos, M., and Van Huffel, S. It was published in the International Journal of Neural Systems in 2019."
Research projects_PGE4_PGE5_chunk_65.txt,"Key features include natural language understanding for context-aware conversations, dynamic updates to reflect evolving regulations, and tailored advice based on user-specific scenarios.…",What are three key features of the system mentioned in the document?,"1) Natural Language Understanding for context-aware conversations, 2) Dynamic updates to reflect evolving regulations, and 3) Tailored advice based on user-specific scenarios."
Dissertation_Boettcher_Sebastian (1)_chunk_1292.txt,"This work proposes a multimodal approach to detect FSs, which has thus far been a new andunderexploredavenueinepilepticseizuredetection.…",What is the proposed method for detecting fever seizures (FSs) in this work?,"A multimodal approach to detect FSs, which has thus far been a new and under-explored avenue in epileptic seizure detection."
ijerph-18-05780-v3_chunk_361.txt,"2019,3,41–50. [CrossRef] 110. Hussein,R.;Palangi,H.;Wang,Z.J.…",Who are the authors of the research article published in 2019 that spans pages 41-50?,"The authors of the research article are Hussein, R., Palangi, H., and Wang, Z.J."
cureus-0016-00000057037_chunk_217.txt,"Angelides MC, Wilson LA, Echeverría PL: Wearable data analysis, visualisation and recommendations on the go using android middleware. Multimed Tools Appl. 2018, 77:26397-448. 10.1007/s11042-018-5867-y 27.…","Who are the authors of the paper titled ""Wearable data analysis, visualisation and recommendations on the go using android middleware"" and in what journal was it published?","The authors are Angelides MC, Wilson LA, and Echeverría PL. It was published in Multimed Tools Appl. (77:26397-448)."
Dissertation_Boettcher_Sebastian (1)_chunk_1772.txt,"Fu- tureimprovementsofbiosignalsensors,batteries,andthedesignofwearabledeviceswillsub- stantially advance the possibilities of a generic, ambulatory seizure detection system.…",What is one of the anticipated advancements that will significantly enhance the capabilities of an ambulatory seizure detection system?,"Future improvements in biosignals sensors, batteries, and the design of wearable devices."
Dissertation_Boettcher_Sebastian (1)_chunk_320.txt,"Nevertheless, patients who suffer from seizures that could be dangerous or life-threatening, that is, being at risk of sudden unexpected death in epilepsy, need seizure alarms.…",What kind of patients require seizure alarms to prevent potentially dangerous or life-threatening seizures?,Patients who are at risk of sudden unexpected death in epilepsy (SUDEP).
fneur-12-690404_chunk_43.txt,"wrist-wornPPGsensors(42).Nevertheless,wearablebiosensors Arm-bandstylewearablebiosensorsareavailable(Biofourmis, remainofinterestforepilepsymanagement,aschangesinsleep BrainSentinel), and many adhesive wearable sensors can be quality(43),exercise(i.e.,heartrateandmotiontracking)(44), placed on the arm (Byteflies).…","What type of biosensors are wrist-worn PPG sensors not exclusive to, and where can adhesive wearable sensors be placed for sleep Brain Sentinel purposes?","Adhesive wearable sensors can be placed on the arm (Byteflies) for sleep Brain Sentinel purposes. Arm-band style wearable biosensors are also available for epilepsy management, such as Biofourmis."
Dissertation_Boettcher_Sebastian (1)_chunk_623.txt,"Generally,thisisdoneeither by leveraging predictable cyclic structures in the occurrences of seizures for some patients, or by deep learning modeling with wearable data.…",How are epileptic seizures managed or predicted according to the given document?,"They can be managed either by leveraging predictable cyclic structures in the occurrences of seizures for some patients, or by using deep learning modeling with wearable data."
Dissertation_Boettcher_Sebastian (1)_chunk_184.txt,"Anti-epileptic drugs (AEDs) can potentially suppress seizures in two out of three PWEs, but they rarely change the long-term prognosis, which is most affected by epilepsy surgery [14].…","What is the potential effect of anti-epileptic drugs (AEDs) on a person with epilepsy (PWE), regarding their ability to suppress seizures and long-term prognosis?","AEDs can potentially suppress seizures in two out of three PWEs, but they rarely change the long-term prognosis, which is most affected by epilepsy surgery. [14]"
Research projects_PGE4_PGE5_chunk_9.txt,"By establishing standardized benchmarks, the project will facilitate the development of more reliable, efficient, and interpretable models that align with the specific demands of EHRs.…",What is one of the main goals of the project as described in the text?,"The main goal of the project, as described in the text, is to facilitate the development of more reliable, efficient, and interpretable models that align with the specific demands of Electronic Health Records (EHRs). This is achieved by establishing standardized benchmarks."
fneur-12-690404_chunk_294.txt,"• Internet connectivity: Broadband or 4G internet is required to transmit data efficiently. Devices can only store a limited amount of data internally before requiring upload to an Arm Bands associateddevice(e.g.,viaBluetooth)orthecloud.…",Why is it necessary for devices used with Arm Bands to have either broadband or 4G internet connectivity?,"To transmit data efficiently, as a limited amount of data can be stored internally in the device before requiring upload, either via Bluetooth to an associated device or to the cloud."
